,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,,,
players,Keon,Ellis,SG,25,196,175,5,69,6.89,6.33,7.74,9.99,7.44,9.1,7.33,6.71,62.4,8.1,66.99,8.21,72.42,77.58,6.33,6.53,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Craig,Porter Jr.,PG,24,188,180,5,69,7.77,6.77,7.69,10.87,7.44,8.21,7.29,6.44,60.8,7.66,71.42,9.54,75.12,77.58,5.89,6.17,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Thomas,Bryant,C,27,208,248,5,69,6.89,7.66,7.69,12.64,7.51,7.33,7.28,8.21,64.0,10.76,53.71,7.33,67.99,75.85,5.53,6.89,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dean,Wade,PF,27,206,228,5,69,6.89,6.77,7.74,10.43,7.46,9.1,7.33,7.33,62.4,9.87,58.14,7.77,72.42,75.85,5.71,6.53,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kyrie,Irving,PG,31,188,195,6,69,8.66,9.87,7.83,14.41,7.46,12.2,7.36,6.44,80.4,8.99,80.28,11.31,85.7,84.7,6.06,6.27,75.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Khris,Middleton,SF,33,201,222,6,69,7.77,8.99,7.81,12.64,7.44,10.87,7.35,6.71,74.7,9.43,66.99,9.99,81.28,80.28,5.89,6.27,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Daniel,Gafford,C,26,208,234,6,83,6.97,8.89,7.63,14.26,7.68,6.0,7.0,9.4,75.2,12.78,68.18,7.46,74.04,87.62,5.78,7.75,82.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dereck,Lively II,C,21,216,230,6,83,6.9,8.13,7.55,12.71,7.63,6.18,7.18,9.13,67.1,12.6,63.1,7.79,73.07,87.3,5.71,7.52,76.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Cooper,Flagg,PF,18,206,205,6,69,7.63,8.26,7.69,12.92,7.48,9.66,7.32,7.63,69.1,11.11,66.13,8.85,75.23,85.68,6.22,6.98,70.1,R,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Caleb,Martin,SF,29,196,205,6,69,6.89,7.66,7.74,11.76,7.46,9.1,7.32,7.33,66.5,9.87,66.99,8.21,75.12,75.85,5.97,6.53,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Naji,Marshall,SF,27,201,220,6,69,6.89,7.66,7.72,11.31,7.46,8.21,7.31,7.6,62.4,9.87,66.99,8.66,75.12,77.58,6.06,6.44,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Max,Christie,SG,22,198,190,6,69,7.63,6.63,7.74,10.48,7.42,9.66,7.33,6.65,57.8,7.85,62.02,8.04,69.5,76.71,5.81,6.41,66.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Klay,Thompson,SF,32,196,215,6,69,7.24,6.77,7.75,9.63,7.42,12.81,7.35,6.53,62.4,7.48,80.28,7.77,72.42,74.98,5.8,6.36,75.7,HF,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,AJ,Johnson,PG,20,196,180,6,50,7.32,6.66,7.69,9.64,7.41,8.98,7.31,6.33,52.7,6.99,58.0,8.98,59.0,65.9,5.66,6.13,59.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ryan,Nembhard,PG,22,183,180,6,69,7.63,6.63,7.74,10.48,7.44,8.04,7.32,6.41,57.8,7.44,66.13,10.07,75.23,78.33,5.98,6.16,66.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Marvin,Bagley III,PF,26,208,235,6,69,6.89,8.1,7.64,12.64,7.48,7.33,7.28,7.77,64.0,10.76,58.14,7.33,67.99,71.42,5.62,6.71,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jamal,Murray,PG,27,190,215,7,69,7.77,8.99,7.81,13.97,7.44,11.76,7.35,6.44,77.2,8.54,75.85,11.76,83.98,84.7,6.06,6.27,75.7,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Aaron,Gordon,PF,27,203,235,7,83,7.94,8.89,7.73,14.26,7.53,8.43,7.32,7.94,81.5,12.29,73.04,9.4,83.76,87.62,5.87,6.78,82.5,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Cameron,Johnson,SF,28,203,210,7,69,6.89,7.21,7.78,12.2,7.44,11.76,7.36,6.89,70.6,8.99,66.99,8.21,76.85,80.28,5.71,6.36,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Christian,Braun,SG,24,198,220,7,69,6.89,7.21,7.72,11.76,7.46,9.1,7.32,7.06,66.5,9.43,66.99,8.21,75.12,80.28,5.97,6.53,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Bruce,Brown,SG,28,193,202,7,83,6.97,7.92,7.78,12.32,7.47,9.4,7.33,7.17,75.2,9.37,73.04,9.4,83.76,87.62,6.17,6.49,79.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tyus,Jones,PG,29,183,196,7,69,6.89,6.77,7.78,10.87,7.44,9.1,7.34,6.44,69.0,7.66,71.42,11.76,85.7,75.85,5.89,6.17,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jonas,Valanciunas,C,30,211,265,7,69,7.77,8.1,7.74,13.97,7.51,7.33,7.28,8.66,70.6,14.29,53.71,7.77,72.42,71.42,5.62,6.53,71.6,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zeke,Nnaji,PF,24,206,240,7,69,7.77,6.77,7.64,11.31,7.46,8.21,7.29,7.77,62.4,9.87,58.14,7.33,72.42,80.28,5.71,6.53,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Peyton,Watson,SF,22,203,200,7,83,7.79,6.79,7.64,10.91,7.44,8.24,7.28,7.61,63.0,9.03,67.64,7.79,75.77,85.46,6.07,6.9,73.9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Julian,Strawther,SG,23,198,205,7,69,7.77,7.21,7.74,11.31,7.42,10.87,7.34,6.71,66.5,8.1,66.99,7.77,75.12,80.28,5.8,6.27,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tim,Hardaway Jr.,SG,30,196,205,7,50,6.72,6.8,7.78,10.68,7.4,11.04,7.33,6.36,59.0,7.16,51.8,7.44,60.0,59.0,5.43,6.14,62.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nikola,Jokic,C,29,211,284,7,69,8.66,10.76,7.75,15.72,7.53,9.54,7.33,8.66,82.9,15.58,66.99,14.41,90.13,89.13,6.16,6.71,79.8,HF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Cade,Cunningham,PG,23,198,220,8,69,8.66,9.87,7.78,13.97,7.43,9.99,7.32,6.71,74.7,9.87,75.85,12.2,83.98,86.43,6.06,6.36,75.7,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ausar,Thompson,SF,21,201,215,8,83,7.79,8.13,7.64,11.81,7.46,8.24,7.28,8.24,71.2,11.26,72.07,9.13,77.5,90.0,6.34,6.9,76.4,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Duren,C,21,208,250,8,83,7.79,8.13,7.6,13.6,7.6,6.0,7.0,9.13,71.2,14.4,58.68,7.79,73.07,85.46,5.81,7.34,76.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tobias,Harris,PF,30,203,226,8,69,7.77,8.1,7.78,12.64,7.46,9.54,7.33,7.33,70.6,10.31,62.56,8.66,76.85,71.42,5.62,6.44,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kevin,Huerter,SG,26,201,198,8,50,6.72,6.8,7.74,10.68,7.41,10.68,7.34,6.36,61.2,7.52,55.4,8.16,63.6,62.6,5.58,6.22,63.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Caris,LeVert,SG,30,198,205,8,69,7.77,8.1,7.74,12.2,7.41,9.54,7.31,6.71,70.6,8.54,71.42,9.54,76.85,74.12,5.89,6.27,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Isaiah,Stewart,PF,23,203,250,8,83,7.94,7.92,7.68,12.8,7.48,8.92,7.33,8.43,72.5,12.29,63.32,7.94,78.9,87.62,5.78,6.87,79.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Marcus,Sasser,PG,24,188,195,8,69,7.77,7.21,7.78,11.31,7.42,10.87,7.33,6.44,69.0,7.66,71.42,9.99,76.85,80.28,5.89,6.17,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Paul,Reed,PF,25,206,210,8,69,6.89,7.21,7.64,11.31,7.46,7.33,7.28,8.21,64.0,11.64,58.14,7.77,72.42,75.85,5.89,6.89,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Wendell,Moore Jr.,SG,23,196,215,8,69,7.77,6.77,7.69,10.43,7.44,9.1,7.31,6.89,60.8,8.54,66.99,7.77,72.42,80.28,5.8,6.44,70.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ronald,Holland II,SF,19,203,200,8,69,7.63,7.44,7.64,11.29,7.44,8.44,7.29,7.47,61.6,9.48,66.13,8.04,69.5,82.44,5.98,6.65,66.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Duncan,Robinson,SG,30,201,215,8,50,6.72,6.44,7.83,9.24,7.41,11.4,7.37,6.36,59.0,6.8,48.2,7.44,60.0,59.0,5.43,6.14,62.2,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Stephen,Curry,PG,34,188,185,9,69,9.54,10.31,7.85,15.29,7.44,15.72,7.39,6.44,82.9,8.99,84.7,12.64,87.43,84.7,6.33,6.17,78.2,HF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jimmy,Butler III,SF,32,201,230,9,83,8.92,11.32,7.82,14.75,7.5,8.43,7.32,7.94,84.2,11.32,87.62,11.35,93.48,87.62,6.75,6.49,85.2,HF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kristaps,Porzingis,C,28,221,240,9,69,7.77,8.99,7.75,14.41,7.44,11.31,7.34,8.66,74.7,12.53,62.56,8.21,76.85,75.85,5.71,7.6,75.7,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Draymond,Green,PF,32,198,230,9,93,10.15,7.59,7.73,12.22,7.48,8.59,7.29,8.07,77.0,12.78,93.13,13.78,99.31,82.76,6.56,7.04,87.6,HF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Al,Horford,C,35,206,240,9,69,9.54,7.66,7.74,11.76,7.46,10.43,7.34,8.21,69.0,10.76,66.99,8.66,76.85,66.99,5.62,7.06,71.6,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Moses,Moody,SG,22,196,205,9,69,7.63,6.63,7.74,10.48,7.42,10.48,7.33,6.65,59.3,7.85,62.02,7.63,67.13,74.23,5.65,6.25,66.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brandin,Podziemski,PG,22,193,205,9,69,7.63,7.04,7.74,11.29,7.42,9.66,7.33,6.65,61.6,9.48,66.13,9.66,71.23,74.23,5.81,6.25,67.9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,De'Anthony,Melton,SG,27,191,200,9,83,6.97,6.94,7.78,11.35,7.45,10.37,7.35,6.97,72.5,9.37,77.9,8.92,83.76,82.76,6.46,6.49,79.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Gary,Payton II,SG,32,191,195,9,83,6.97,6.46,7.68,9.89,7.48,7.46,7.29,7.46,68.0,8.4,73.04,7.94,78.9,77.9,6.46,6.58,78.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Seth,Curry,SG,34,185,185,9,50,7.44,6.44,7.83,9.24,7.41,11.04,7.37,6.36,62.6,6.8,51.8,7.8,60.0,59.0,5.43,6.07,62.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Gui,Santos,SF,22,203,210,9,69,7.63,6.63,7.64,10.48,7.44,8.04,7.29,7.22,57.8,8.66,62.02,7.63,67.13,74.23,5.73,6.41,66.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Quinten,Post,C,24,213,235,9,50,7.44,6.44,7.69,10.68,7.46,7.8,7.32,7.44,55.4,9.32,48.2,7.08,60.0,66.2,5.5,6.65,63.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kevin,Durant,SF,34,208,240,10,69,9.54,11.2,7.81,16.15,7.51,11.76,7.37,7.33,82.9,11.2,71.42,10.43,81.28,84.7,5.89,7.06,79.8,HF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Alperen,Sengun,C,23,211,243,10,69,7.77,9.43,7.69,14.86,7.51,6.89,7.23,8.21,77.2,13.41,71.42,10.87,81.28,86.43,6.06,6.71,78.2,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Fred,VanVleet,PG,31,183,197,10,69,7.77,8.1,7.81,12.2,7.41,11.76,7.34,6.44,72.2,8.1,75.85,11.76,83.98,75.85,6.33,6.27,75.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Amen,Thompson,SG,22,201,210,10,83,7.79,8.57,7.64,13.15,7.46,8.24,7.28,8.24,72.9,11.71,81.03,10.03,79.33,90.0,6.34,6.71,76.4,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jabari,Smith Jr.,PF,22,211,220,10,69,7.63,7.85,7.72,12.11,7.44,9.66,7.33,7.63,65.4,10.7,62.02,8.04,71.23,79.95,5.73,6.81,70.1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Clint,Capela,C,31,208,240,10,83,7.94,7.92,7.58,13.29,7.63,6.0,7.0,9.4,72.5,15.26,58.46,7.46,74.04,82.76,5.78,7.46,79.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Steven,Adams,C,32,211,265,10,83,8.92,7.43,7.58,12.32,7.58,6.0,7.0,9.4,68.0,15.69,63.32,8.43,74.04,77.9,5.78,6.97,78.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tari,Eason,SF,24,203,215,10,83,7.94,7.92,7.73,12.32,7.48,8.43,7.32,7.94,72.5,10.83,77.9,8.43,81.82,92.48,6.46,6.97,82.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dorian,Finney-Smith,SF,31,201,220,10,83,7.94,7.43,7.78,11.35,7.44,11.35,7.35,7.46,72.5,9.86,68.18,7.94,78.9,82.76,6.17,6.78,79.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Reed,Sheppard,PG,20,191,182,10,69,7.63,7.04,7.81,11.29,7.42,10.48,7.35,6.41,65.4,7.44,70.23,9.66,75.23,82.44,6.22,6.16,67.9,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Aaron,Holiday,PG,28,183,185,10,50,6.72,6.44,7.78,9.6,7.42,9.24,7.35,6.36,59.0,6.8,59.0,8.52,63.6,61.2,5.72,6.14,63.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Okogie,SG,26,193,213,10,83,6.97,6.94,7.73,10.37,7.44,8.43,7.31,7.46,68.0,9.37,77.9,7.94,78.9,87.62,6.46,6.49,78.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tyrese,Haliburton,PG,25,196,185,11,69,7.77,8.54,7.83,13.53,7.46,11.76,7.37,6.44,78.8,8.54,75.85,15.72,90.13,89.13,6.33,6.44,78.2,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Pascal,Siakam,PF,29,203,245,11,69,8.66,9.87,7.69,14.41,7.48,7.77,7.3,7.77,77.2,11.64,66.99,9.99,81.28,80.28,5.89,6.71,75.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Obi,Toppin,PF,27,206,220,11,69,7.77,8.1,7.69,12.64,7.51,9.1,7.32,7.33,69.0,10.76,62.56,8.21,75.12,77.58,5.8,6.62,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jarace,Walker,PF,21,203,235,11,69,7.63,7.44,7.64,11.29,7.44,8.85,7.31,7.63,61.6,10.7,62.02,8.04,71.23,79.95,5.81,6.65,67.9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Aaron,Nesmith,SF,25,198,215,11,69,6.89,7.21,7.78,11.76,7.44,10.87,7.34,6.89,69.0,9.43,66.99,8.21,75.12,80.28,5.89,6.44,73.2,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Andrew,Nembhard,PG,25,196,190,11,69,7.77,7.21,7.74,11.31,7.44,8.66,7.32,6.44,66.5,8.1,71.42,10.87,81.28,80.28,5.89,6.27,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,T.J.,McConnell,PG,33,185,190,11,69,8.66,7.21,7.74,10.87,7.46,6.89,7.28,6.44,66.5,7.66,75.85,11.76,85.7,71.42,6.06,6.17,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ben,Sheppard,SG,24,198,200,11,69,6.89,6.77,7.74,10.87,7.44,9.99,7.34,6.44,66.5,8.1,66.99,7.77,72.42,77.58,5.71,6.27,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kobe,Brown,SF,25,201,250,11,69,6.89,6.77,7.69,10.43,7.44,8.21,7.31,7.33,62.4,9.87,62.56,7.77,72.42,75.85,5.71,6.53,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Johnny,Furphy,SF,20,206,200,11,69,7.63,6.63,7.69,10.48,7.42,9.66,7.32,6.81,57.8,8.26,62.02,7.63,69.5,78.33,5.65,6.32,66.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ivica,Zubac,C,28,213,240,11,69,7.77,7.66,7.64,13.53,7.55,6.44,7.18,8.66,70.6,13.41,58.14,7.77,72.42,80.28,5.71,7.33,75.7,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jay,Huff,C,26,216,240,11,69,7.77,7.21,7.69,11.76,7.46,8.21,7.32,8.21,66.5,10.76,58.14,7.33,72.42,80.28,5.62,7.06,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kawhi,Leonard,SF,31,201,225,12,83,8.92,10.83,7.82,15.72,7.5,10.37,7.37,7.46,86.0,11.32,87.62,10.37,88.62,87.62,6.75,6.68,85.2,HF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Bradley,Beal,SG,32,193,207,12,69,8.66,9.43,7.78,13.97,7.44,10.87,7.34,6.44,74.7,8.54,75.85,10.87,81.28,80.28,6.06,6.27,75.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Darius,Garland,PG,25,185,192,12,69,7.77,8.54,7.81,13.53,7.43,11.76,7.35,6.44,77.2,8.1,75.85,12.64,85.7,84.7,6.06,6.17,75.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brook,Lopez,C,37,216,282,12,69,9.54,8.54,7.74,12.64,7.46,9.99,7.32,9.1,74.7,10.76,53.71,7.77,72.42,66.99,5.53,7.77,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,John,Collins,PF,27,206,226,12,69,7.77,8.99,7.69,13.53,7.48,8.66,7.31,7.77,70.6,11.64,62.56,7.77,72.42,80.28,5.71,6.89,73.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Bogdan,Bogdanovic,SG,32,196,225,12,50,8.16,7.52,7.78,11.4,7.42,10.68,7.35,6.36,64.0,7.52,59.0,8.52,63.6,62.6,5.58,6.14,65.0,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kris,Dunn,PG,30,190,205,12,83,6.97,6.94,7.73,10.86,7.47,7.94,7.31,6.97,68.0,8.89,82.76,10.37,83.76,80.82,6.46,6.49,78.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Derrick,Jones Jr.,SF,28,198,210,12,83,6.97,7.43,7.68,12.32,7.48,8.43,7.29,7.46,72.5,10.35,73.04,7.94,78.9,82.76,5.97,6.78,78.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nicolas,Batum,SF,36,203,230,12,69,9.54,6.77,7.74,10.43,7.44,9.99,7.35,7.33,66.5,8.99,66.99,8.66,81.28,71.42,5.71,6.53,71.6,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jordan,Miller,SG,25,198,205,12,69,7.77,6.77,7.69,10.87,7.44,9.1,7.31,6.89,62.4,8.54,66.99,7.77,72.42,80.28,5.71,6.44,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Isaiah,Jackson,PF,23,208,205,12,83,7.94,7.43,7.63,12.32,7.53,6.49,7.19,8.43,72.5,11.32,68.18,7.46,78.9,92.48,5.97,7.17,79.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Bennedict,Mathurin,SG,22,198,210,12,69,7.63,8.66,7.72,12.52,7.44,9.66,7.31,6.65,66.9,8.66,70.23,8.04,67.13,78.33,5.81,6.25,67.9,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Luka,Doncic,PG,26,201,230,13,69,8.66,10.76,7.78,15.29,7.45,13.53,7.34,6.44,82.9,12.53,80.28,14.41,90.13,86.43,6.33,6.44,79.8,SP,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,LeBron,James,SF,35,206,250,13,69,10.43,10.31,7.69,14.41,7.46,9.99,7.32,7.77,78.8,11.64,75.85,13.08,85.7,71.42,5.89,6.71,78.2,HF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Deandre,Ayton,C,26,213,250,13,69,7.77,8.99,7.69,13.97,7.51,6.44,7.18,8.66,72.2,14.29,62.56,7.77,72.42,80.28,5.71,7.06,75.7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Austin,Reaves,SG,27,196,197,13,69,7.77,8.54,7.78,12.64,7.44,11.31,7.34,6.44,74.7,8.54,75.85,10.87,81.28,82.98,5.89,6.27,75.7,EX,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Marcus,Smart,PG,31,191,220,13,83,7.94,7.92,7.78,11.83,7.44,9.89,7.33,6.97,75.2,9.37,82.76,11.35,88.62,82.76,6.46,6.49,82.5,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Rui,Hachimura,PF,27,203,230,13,69,7.77,8.1,7.74,12.64,7.48,9.1,7.31,7.33,70.6,9.87,62.56,7.77,72.42,80.28,5.71,6.44,73.2,IH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jarred,Vanderbilt,PF,26,206,214,13,83,7.94,6.94,7.63,11.35,7.5,6.97,7.24,7.94,68.0,12.29,82.76,7.94,78.9,87.62,6.17,6.78,79.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Luke,Kennard,SG,29,196,206,13,50,7.44,6.44,7.83,9.96,7.42,11.4,7.39,6.36,64.0,7.16,51.8,7.8,60.0,62.6,5.43,6.14,63.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Maxi,Kleber,PF,33,208,240,13,69,8.66,6.77,7.74,10.43,7.44,9.99,7.32,7.77,66.5,9.87,58.14,7.77,72.42,71.42,5.62,6.71,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jaxson,Hayes,C,25,213,220,13,69,7.77,7.21,7.6,11.76,7.55,6.0,7.0,8.21,66.5,10.76,58.14,7.33,72.42,80.28,5.71,7.06,71.6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
